ResourceID,historic,start_date,end_date,relation_type,notes
1cf317f8-307b-4633-bbe2-0f20d6c4182f,60084851-2904-46b8-80ae-16d41fd240e0,None,None,bd64f19c-134c-4feb-9897-1265ef4df2d2,
5543e153-5d5d-4f81-8cf0-2b8c8c837ea2,60084851-2904-46b8-80ae-16d41fd240e0,None,None,e7a8dcc6-0af4-4481-80f7-a3a7f42ef2a5,
