ResourceID,information,start_date,end_date,relation_type,notes
7d5ae14b-4d94-4945-8a5a-6272ddf0bad0,06798468-93f3-4a64-b069-95660470a748,,,2aa6ddd5-e97f-447c-a3e5-6e6ea5ea0770,
bf31555c-cbb5-474b-8d02-08fb8cc9942b,06798468-93f3-4a64-b069-95660470a748,,,2aa6ddd5-e97f-447c-a3e5-6e6ea5ea0770,
