ResourceID,information,start_date,end_date,relation_type,notes
b98d9b6b-4a70-4d1a-88b2-3aafa5fcd46f,3a40c057-f4f1-40ef-9dad-cae11ec55346,,,82add183-913c-4ed0-99fd-e855d767467a,None
b98d9b6b-4a70-4d1a-88b2-3aafa5fcd46f,9bab3f8a-383b-4fdd-9070-eb925b3e0c23,,,bd64f19c-134c-4feb-9897-1265ef4df2d2,None
